,word,frequency
31822,"undergraduates AH N D ER G R AE JH AH W AH T S
",9
31823,"underground AH N D ER G R AW N D
",19
31824,"undergrowth AH N D ER G R OW TH
",1
31825,"underhanded AH N D ER HH AE N D IH D
",1
31826,"underlie AH N D ER L AY
",2
31827,"underlies AH N D ER L AY Z
",1
31828,"underline AH N D ER L AY N
",2
31829,"underlined AH N D ER L AY N D
",2
31830,"underling AH N D ER L IH NG
",1
31831,"underlining AH N D ER L AY N IH NG
",2
31832,"underlying AH N D ER L AY IH NG
",20
31833,"undermine AH N D ER M AY N
",8
31834,"undermined AH N D ER M AY N D
",2
31835,"undermining AH N D ER M AY N IH NG
",1
31836,"underneath AH N D ER N IY TH
",11
31837,"underpaid AH N D ER P EY D
",1
31838,"underpinning AH N D ER P IH N IH NG
",1
31839,"underplayed AH N D ER P L EY D
",1
31840,"underprivileged AH N D ER P R IH V L AH JH D
",3
31841,"underrate AH N D ER R EY T
",1
31842,"underrated AH N D ER R EY T IH D
",1
31843,"underscore AH N D ER S K AO R
",1
31844,"underscored AH N D ER S K AO R D
",3
31845,"undersea AH N D ER S IY
",3
31846,"undersecretary AH N D ER S EH K R IH T EH R IY
",1
31847,"undershirt AH N D ER SH ER T
",3
31848,"underside AH N D ER S AY D
",5
31849,"undersized AH N D ER S AY Z D
",1
31850,"understand AH N D ER S T AE N D
",137
31851,"understandable AH N D ER S T AE N D AH B AH L
",13
31852,"understandably AH N D ER S T AE N D AH B L IY
",3
31853,"understanding AH N D ER S T AE N D IH NG
",121
31854,"understandings AH N D ER S T AE N D IH NG Z
",1
31855,"understands AH N D ER S T AE N D Z
",6
31856,"understated AH N D ER S T EY T IH D
",1
31857,"understatement AH N D ER S T EY T M AH N T
",4
31858,"understates AH N D ER S T EY T S
",1
31859,"understood AH N D ER S T UH D
",58
31860,"undertake AH N D ER T EY K
",13
31861,"undertaken AH N D ER T EY K AH N
",18
31862,"undertaker AH N D ER T EY K ER
",1
31863,"undertakes AH N D ER T EY K S
",3
31864,"undertaking AH N D ER T EY K IH NG
",5
31865,"undertakings AH N D ER T EY K IH NG Z
",4
31866,"undertook AH N D ER T UH K
",7
31867,"undertow AH N D ER T OW
",1
31868,"underwater AH N D ER W AO T ER
",15
31869,"underway AH N D ER W EY
",3
31870,"underwear AH N D ER W EH R
",3
31871,"underwent AH N D ER W EH N T
",2
31872,"underwood AH N D ER W UH D
",2
31873,"underworld AH N D ER W ER L D
",6
31874,"underwrite AH N D ER R AY T
",3
31875,"underwriter AH N D ER R AY T ER
",1
31876,"underwriters AH N D ER R AY T ER Z
",4
31877,"underwriting AH N D ER R AY T IH NG
",2
31878,"undeserved AH N D IH Z ER V D
",1
31879,"undesirable AH N D IH Z AY R AH B AH L
",10
31880,"undetectable AH N D IH T EH K T AH B AH L
",1
31881,"undetected AH N D IH T EH K T IH D
",1
31882,"undetermined AH N D IH T ER M IH N D
",2
31883,"undeveloped AH N D IH V EH L AH P T
",4
31884,"undid AH N D IH D
",1
31885,"undifferentiated AH N D IH F ER EH N SH IY EY T IH D
",1
31886,"undiluted AH N D AH L UW T IH D
",1
31887,"undiminished AH N D AH M IH N IH SH T
",3
31888,"undisciplined AH N D IH S IH P L IH N D
",3
31889,"undisclosed AH N D IH S K L OW Z D
",1
31890,"undisguised AH N D IH S G AY Z D
",1
31891,"undisputed AH N D IH S P Y UW T IH D
",2
31892,"undistinguished AH N D IH S T IH NG G W IH SH T
",3
31893,"undisturbed AH N D IH S T ER B D
",3
31894,"undivided AH N D AH V AY D IH D
",1
31895,"undo AH N D UW
",3
31896,"undoing AH N D UW IH NG
",2
31897,"undone AH N D AH N
",4
31898,"undoubtedly AH N D AW T IH D L IY
",24
31899,"undreamed AH N D R IY M D
",1
31900,"undressed AH N D R EH S T
",2
31901,"undue AH N D UW
",13
31902,"undulated AH N JH AH L EY T AH D
",1
31903,"undulating AH N JH AH L EY T IH NG
",1
31904,"unduly AH N D UW L IY
",6
31905,"undying AH N D AY IH NG
",1
31906,"unearned AH N ER N D
",2
31907,"unearth AH N ER TH
",1
31908,"unearthed AH N ER TH T
",2
31909,"unease AH N IY Z
",1
31910,"uneasily AH N IY Z AH L IY
",6
31911,"uneasiness AH N IY Z IY N AH S
",5
31912,"uneasy AH N IY Z IY
",22
31913,"uneconomic AH N EH K AH N AA M IH K
",1
31914,"uneconomical AH N EH K AH N AA M IH K AH L
",3
31915,"uneducated AH N EH JH UH K EY T IH D
",1
31916,"unemotional AH N IY M OW SH AH N AH L
",2
31917,"unemployed AH N EH M P L OY D
",5
31918,"unemployment AH N IH M P L OY M AH N T
",16
31919,"unending AH N EH N D IH NG
",3
31920,"unenthusiastic AH N IH N TH UW Z IY AE S T IH K
",2
31921,"unenviable AH N EH N V IY AH B AH L
",1
31922,"unequal AH N IY K W AH L
",1
31923,"unequaled AH N IY K W AH L D
",1
31924,"unequivocally AH N IY K W IH V AH K AH L IY
",5
31925,"uneven AH N IY V AH N
",6
31926,"unexpected AH N IH K S P EH K T IH D
",23
31927,"unexpectedly AH N IH K S P EH K T IH D L IY
",11
31928,"unexplainable AH N IH K S P L EY N AH B AH L
",1
31929,"unexplained AH N IH K S P L EY N D
",4
31930,"unexplored AH N IH K S P L AO R D
",4
31931,"unfailing AH N F EY L IH NG
",2
31932,"unfailingly AH N F EY L IH NG L IY
",2
31933,"unfair AH N F EH R
",13
31934,"unfairly AH N F EH R L IY
",2
31935,"unfaithful AH N F EY TH F AH L
",1
31936,"unfamiliar AH N F AH M IH L Y ER
",10
31937,"unfathomable AH N F AE DH AH M AH B AH L
",1
31938,"unfavorable AH N F EY V ER AH B AH L
",5
31939,"unfenced AH N F EH N S T
",2
31940,"unfettered AH N F EH T ER D
",4
31941,"unfinished AH N F IH N IH SH T
",2
31942,"unfit AH N F IH T
",1
31943,"unflagging AH N F L AE G IH NG
",1
31944,"unflattering AH N F L AE T ER IH NG
",1
31945,"unfold AH N F OW L D
",2
31946,"unfolded AH N F OW L D IH D
",4
31947,"unfolding AH N F OW L D IH NG
",5
31948,"unfolds AH N F OW L D Z
",4
31949,"unforeseen AH N F AO R S IY N
",2
31950,"unforgettable AH N F ER G EH T AH B AH L
",3
31951,"unforgivable AH N F AO R G IH V AH B AH L
",1
31952,"unformed AH N F AO R M D
",1
31953,"unfortunate AH N F AO R CH AH N AH T
",22
31954,"unfortunately AH N F AO R CH AH N AH T L IY
",33
31955,"unfortunates AH N F AO R CH AH N AH T S
",1
31956,"unfounded AH N F AW N D IH D
",2
31957,"unfriendly AH N F R EH N D L IY
",6
31958,"unfrozen AH N F R OW Z IH N
",2
31959,"unfulfilled AH N F UH L F IH L D
",1
31960,"unfunnily AH N F AH N AH L IY
",1
31961,"unfurled AH N F ER L D
",1
31962,"ungainly AH N G EY N L IY
",2
31963,"unglamorous AH N G L AE M ER AH S
",1
31964,"unglued AH N G L UW D
",1
31965,"ungodly AH N G AO D L IY
",2
31966,"ungrateful AH N G R EY T F AH L
",2
31967,"unhappily AH N HH AE P AH L IY
",9
31968,"unhappiness AH N HH AE P IY N IH S
",6
31969,"unhappy AH N HH AE P IY
",26
31970,"unhealthy AH N HH EH L TH IY
",4
31971,"unheard AH N HH ER D
",3
31972,"unheeded AH N HH IY D IH D
",2
31973,"unhesitatingly AH N HH EH Z IH T EY T IH NG L IY
",3
31974,"unhinged AH N HH IH N JH D
",1
31975,"unhook AH N HH UH K
",1
31976,"unhurried AH N HH ER IY D
",3
31977,"unhurt AH N HH ER T
",1
31978,"unidentified AH N AY D EH N T AH F AY D
",1
31979,"unification Y UW N AH F AH K EY SH AH N
",9
31980,"unified Y UW N AH F AY D
",11
31981,"unifil Y UW N IH F IH L
",5
31982,"uniform Y UW N AH F AO R M
",51
31983,"uniformed Y UW N AH F AO R M D
",7
31984,"uniformity Y UW N AH F AO R M AH T IY
",11
31985,"uniformly Y UW N AH F AO R M L IY
",6
31986,"uniforms Y UW N AH F AO R M Z
",14
31987,"unify Y UW N AH F AY
",2
31988,"unifying Y UW N AH F AY IH NG
",4
31989,"unilateral Y UW N AH L AE T ER AH L
",3
31990,"unilaterally Y UW N AH L AE T ER AH L IY
",1
31991,"unimaginable AH N IH M AE JH IH N AH B AH L
",2
31992,"unimaginative AH N IH M AE JH IH N AH T IH V
",1
31993,"unimpaired AH N IH M P EH R D
",2
31994,"unimpeachable AH N IH M P IY CH AH B AH L
",2
31995,"unimportant AH N IH M P AO R T AH N T
",9
31996,"unimpressed AH N IH M P R EH S T
",4
31997,"unimpressive AH N IH M P R EH S IH V
",2
31998,"unimproved AH N IH M P R UW V D
",2
31999,"uninhibited AH N IH N HH IH B IH T IH D
",4
32000,"uninitiated AH N IH N IH SH IY EY T IH D
",2
32001,"uninjured AH N IH N JH ER D
",2
32002,"unintelligible AH N IH N T EH L AH JH AH B AH L
",1
32003,"unintended AH N IH N T EH N D IH D
",2
32004,"unintentionally AH N IH N T EH N SH AH N AH L IY
",2
32005,"uninterested AH N IH N T R AH S T IH D
",1
32006,"uninteresting AH N IH N T R AH S T IH NG
",1
32007,"uninterrupted AH N IH N T ER AH P T IH D
",5
32008,"uninvited AH N IH N V AY T IH D
",1
32009,"uninvolved AH N IH N V AO L V D
",1
32010,"union Y UW N Y AH N
",182
32011,"union's Y UW N Y AH N Z
",2
32012,"unions Y UW N Y AH N Z
",29
32013,"unique Y UW N IY K
",58
32014,"uniquely Y UW N IY K L IY
",10
32015,"uniqueness Y UW N IY K N AH S
",5
32016,"unison Y UW N AH S AH N
",3
32017,"unit Y UW N AH T
",103
32018,"unitarian Y UW N AH T EH R IY AH N
",8
32019,"unite Y UW N AY T
",10
32020,"united Y UW N AY T IH D
",482
32021,"unites Y UW N AY T S
",1
32022,"uniting Y UW N AY T IH NG
",2
32023,"units Y UW N AH T S
",87
32024,"unity Y UW N AH T IY
",71
32025,"universal Y UW N AH V ER S AH L
",45
32026,"universality Y UW N AH V ER S AE L AH T IY
",3
32027,"universally Y UW N AH V ER S AH L IY
",6
32028,"universe Y UW N AH V ER S
",71
32029,"universities Y UW N AH V ER S AH T IY Z
",32
32030,"university Y UW N AH V ER S AH T IY
",214
32031,"university's Y UW N AH V ER S AH T IY Z
",10
32032,"unjust AH N JH AH S T
",3
32033,"unjustifiable AH N JH AH S T IH F AY AH B AH L
",2
32034,"unjustified AH N JH AH S T AH F AY D
",1
32035,"unkempt AH N K EH M P T
",1
32036,"unkind AH N K AY N D
",3
32037,"unknowing AH N N OW IH NG
",1
32038,"unknowingly AH N N OW IH NG L IY
",1
32039,"unknown AH N N OW N
",47
32040,"unknowns AH N OW N Z
",1
32041,"unlawful AH N L AO F AH L
",1
32042,"unleash AH N L IY SH
",1
32043,"unleashed AH N L IY SH T
",3
32044,"unleashing AH N L IY SH IH NG
",1
32045,"unless AH N L EH S
",101
32046,"unlicensed AH N L AY S AH N S T
",1
32047,"unlike AH N L AY K
",42
32048,"unlikely AH N L AY K L IY
",21
32049,"unlimited AH N L IH M AH T IH D
",13
32050,"unlined AH N L AY N D
",3
32051,"unload AH N L OW D
",7
32052,"unloaded AH N L OW D IH D
",5
32053,"unloading AH N L OW D IH NG
",5
32054,"unloads AH N L OW D Z
",1
32055,"unlock AH N L AA K
",3
32056,"unlocked AH N L AA K T
",12
32057,"unlocking AH N L AA K IH NG
",1
32058,"unlucky AH N L AH K IY
",2
32059,"unmanageable AH N M AE N IH JH AH B AH L
",1
32060,"unmanaged AH N M AE N IH JH D
",1
32061,"unmarked AH N M AA R K T
",1
32062,"unmarried AH N M EH R IY D
",6
32063,"unmasked AH N M AE S K T
",1
32064,"unmatched AH N M AE CH T
",2
32065,"unmistakable AH N M IH S T EY K AH B AH L
",7
32066,"unmistakably AH N M IH S T EY K AH B L IY
",5
32067,"unmixed AH N M IH K S T
",1
32068,"unmolested AH N M AH L EH S T IH D
",1
32069,"unmoved AH N M UW V D
",3
32070,"unnamed AH N N EY M D
",4
32071,"unnatural AH N N AE CH ER AH L
",8
32072,"unnaturally AH N N AE CH ER AH L IY
",1
32073,"unnecessarily AH N N EH S AH S EH R AH L IY
",3
32074,"unnecessary AH N N EH S AH S EH R IY
",16
32075,"unneeded AH N N IY D IH D
",1
32076,"unnerving AH N ER V IH NG
",1
32077,"unnoticed AH N N OW T IH S T
",4
32078,"uno AH N OW
",1
32079,"unobtainable AH N AH B T EY N AH B AH L
",3
32080,"unobtrusive AH N AH B T R UW S IH V
",3
32081,"unoccupied AH N AA K Y AH P AY D
",3
32082,"unofficial AH N AH F IH SH AH L
",5
32083,"unofficially AH N AH F IH SH AH L IY
",1
32084,"unopened AH N OW P AH N D
",1
32085,"unorthodox AH N AO R TH AH D AA K S
",6
32086,"unpack AH N P AE K
",1
32087,"unpacking AH N P AE K IH NG
",1
32088,"unpaid AH N P EY D
",9
32089,"unparalleled AH N P EH R AH L EH L D
",2
32090,"unpatriotic AH N P EY T R IY AA T IH K
",2
32091,"unpaved AH P EY V D
",1
32092,"unpleasant AH N P L EH Z AH N T
",15
32093,"unpleasantly AH N P L EH Z AH N T L IY
",1
32094,"unpleasantness AH N P L EH Z AH N T N AH S
",1
32095,"unpopular AH N P AA P Y AH L ER
",6
32096,"unprecedented AH N P R EH S IH D EH N T IH D
",11
32097,"unpredictability AH N P R AH D IH K T AH B IH L IH T IY
",2
32098,"unpredictable AH N P R IH D IH K T AH B AH L
",2
32099,"unpredictably AH N P R IH D IH K T AH B L IY
",2
32100,"unprepared AH N P R IY P EH R D
",6
32101,"unpretentious AH N P R IY T EH N SH AH S
",1
32102,"unproductive AH N P R AH D AH K T IH V
",1
32103,"unprofessional AH N P R AH F EH SH AH N AH L
",1
32104,"unprofitable AH N P R AA F IH T AH B AH L
",1
32105,"unpromising AH N P R AO M IH S IH NG
",1
32106,"unprotected AH N P R AH T EH K T IH D
",2
32107,"unproved AH N P R UW V D
",1
32108,"unpublished AH N P AH B L IH SH T
",3
32109,"unpunished AH N P AH N IH SH T
",1
32110,"unqualified AH N K W AA L IH F AY D
",2
32111,"unquestionable AH N K W EH S CH AH N AH B AH L
",1
32112,"unquestionably AH N K W EH S CH AH N AH B L IY
",11
32113,"unravel AH N R AE V AH L
",1
32114,"unreal AH N R IY L
",6
32115,"unrealistic AH N R IY L IH S T IH K
",3
32116,"unrealistically AH N R IY AH L IH S T IH K L IY
",1
32117,"unreality AH N R IY AE L AH T IY
",2
32118,"unreasonable AH N R IY Z N AH B AH L
",3
32119,"unreasonably AH N R IY Z AH N AH B L IY
",1
32120,"unreasoning AH N R IY Z N IH NG
",1
32121,"unrecognizable AH N R EH K AH G N AY Z AH B AH L
",2
32122,"unrecognized AH N R EH K AH G N AY Z D
",2
32123,"unreconstructed AH N R IY K AH N S T R AH K T IH D
",5
32124,"unredeemed AH N R IY D IY M D
",1
32125,"unrehearsed AH N R IY HH ER S T
",1
32126,"unrelated AH N R IH L EY T IH D
",7
32127,"unreleased AH N R IH L IY S T
",1
32128,"unrelenting AH N R IY L EH N T IH NG
",1
32129,"unreliability AH N R IY L AY AH B IH L IH T IY
",1
32130,"unreliable AH N R IH L AY AH B AH L
",4
32131,"unrelieved AH N R IY L IY V D
",4
32132,"unremarkable AH N R IH M AA R K AH B AH L
",1
32133,"unremitting AH N R IH M IH T IH NG
",1
32134,"unrepentant AH N R IH P EH N T AH N T
",1
32135,"unrequited AH N R IY K W AY T IH D
",1
32136,"unresolved AH N R IH Z AA L V D
",2
32137,"unresponsive AH N R IY S P AA N S IH V
",2
32138,"unrest AH N R EH S T
",5
32139,"unrestricted AH N R IY S T R IH K T IH D
",3
32140,"unrolled AH N R OW L D
",1
32141,"unruffled AH N R AH F AH L D
",1
32142,"unruly AH N R UW L IY
",2
32143,"unsafe AH N S EY F
",1
32144,"unsaid AH N S EH D
",1
32145,"unsatisfactory AH N S AH T IH S F AE K T ER IY
",8
32146,"unsaturated AH N S AE CH ER EY T IH D
",2
32147,"unsavory AH N S EY V ER IY
",1
32148,"unscathed AH N S K EY DH D
",2
32149,"unscientific AH N S AY AH N T IH F IH K
",2
32150,"unscramble AH N S K R AE M B AH L
",1
32151,"unscrupulous AH N S K R UW P Y AH L AH S
",5
32152,"unsealed AH N S IY L D
",1
32153,"unseemly AH N S IY M L IY
",1
32154,"unseen AH N S IY N
",5
32155,"unsettled AH N S EH T AH L D
",4
32156,"unsettling AH N S EH T AH L IH NG
",1
32157,"unshakable AH N SH EY K AH B AH L
",1
32158,"unshakeable AH N SH EY K AH B AH L
",1
32159,"unsharpened AH N SH AA R P AH N D
",1
32160,"unshaven AH N SH EY V AH N
",1
32161,"unsightly AH N S AY T L IY
",1
32162,"unsigned AH N S AY N D
",3
32163,"unsinkable AH N S IH NG K AH B AH L
",4
32164,"unskilled AH N S K IH L D
",3
32165,"unsmiling AH N S M AY L IH NG
",2
32166,"unsold AH N S OW L D
",3
32167,"unsolved AH N S AA L V D
",3
32168,"unsophisticated AH N S AH F IH S T IH K EY T IH D
",1
32169,"unspeakable AH N S P IY K AH B AH L
",5
32170,"unspecified AH N S P EH S AH F AY D
",4
32171,"unspectacular AH N S P EH K T AE K Y AH L ER
",1
32172,"unspoken AH N S P OW K AH N
",3
32173,"unstable AH N S T EY B AH L
",8
32174,"unstained AH N S T EY N D
",3
32175,"unsteady AH N S T EH D IY
",2
32176,"unstressed AH N S T R EH S T
",4
32177,"unstructured AH N S T R AH K SH ER D
",12
32178,"unstuck AH N S T AH K
",1
32179,"unsuccessful AH N S AH K S EH S F AH L
",9
32180,"unsuccessfully AH N S AH K S EH S F AH L IY
",1
32181,"unsuitable AH N S UW T AH B AH L
",3
32182,"unsuited AH N S UW T IH D
",1
32183,"unsung AH N S AH NG
",3
32184,"unsupportable AH N S AH P AO R T AH B AH L
",1
32185,"unsupported AH N S AH P AO R T IH D
",1
32186,"unsure AH N SH UH R
",1
32187,"unsurpassed AH N S ER P AE S T
",1
32188,"unsuspecting AH N S AH S P EH K T IH NG
",1
32189,"unsympathetic AH N S IH M P AH TH EH T IH K
",3
32190,"untenable AH N T EH N AH B AH L
",2
32191,"unthinkable AH N TH IH NG K AH B AH L
",3
32192,"unthinking AH N TH IH NG K IH NG
",1
32193,"untidy AH N T AY D IY
",1
32194,"untie AH N T AY
",2
32195,"untied AH N T AY D
",1
32196,"until AH N T IH L
",461
32197,"untimely AH N T AY M L IY
",1
32198,"unto AH N T UW
",16
32199,"untold AH N T OW L D
",2
32200,"untouched AH N T AH CH T
",9
32201,"untoward AH N T UW AO R D
",1
32202,"untraditional AH N T R AH D IH SH AH N AH L
",1
32203,"untrained AH N T R EY N D
",1
32204,"untrammeled AH N T R AE M AH L D
",4
32205,"untreated AH N T R IY T IH D
",1
32206,"untrue AH N T R UW
",2
32207,"untruth AH N T R UW TH
",2
32208,"unused AH N Y UW Z D
",3
32209,"unusual AH N Y UW ZH UW AH L
",63
32210,"unusually AH N Y UW ZH UW AH L IY
",11
32211,"unveiled AH N V EY L D
",3
32212,"unwanted AH N W AO N T IH D
",6
32213,"unwarranted AH N W AO R AH N T IH D
",4
32214,"unwed AH N W EH D
",12
32215,"unwelcome AH N W EH L K AH M
",5
32216,"unwilling AH N W IH L IH NG
",7
32217,"unwillingly AH N W IH L IH NG L IY
",1
32218,"unwillingness AH N W IH L IH NG N IH S
",5
32219,"unwinding AH N W AY N D IH NG
",1
32220,"unwise AH N W AY Z
",3
32221,"unwisely AH N W AY Z L IY
",2
32222,"unwitting AH N W IH T IH NG
",1
32223,"unwittingly AH N W IH T IH NG L IY
",5
32224,"unworkable AH N W ER K AH B AH L
",1
32225,"unworthy AH N W ER DH IY
",5
32226,"unyielding AH N Y IY L D IH NG
",1
32227,"up AH P
",1890
32228,"upbeat AH P B IY T
",1
32229,"upbringing AH P B R IH NG IH NG
",1
32230,"upcoming AH P K AH M IH NG
",1
32231,"update AH P D EY T
",1
32232,"updated AH P D EY T IH D
",3
32233,"upgrade AH P G R EY D
",3
32234,"upgraded AH P G R EY D IH D
",1
32235,"upgrading AH P G R EY D IH NG
",2
32236,"upheaval AH P HH IY V AH L
",3
32237,"upheld AH P HH EH L D
",6
32238,"uphill AH P HH IH L
",1
32239,"uphold AH P HH OW L D
",7
32240,"upholding AH P HH OW L D IH NG
",4
32241,"upholds AH P HH OW L D Z
",1
32242,"upholstered AH P OW L S T ER D
",1
32243,"upholstery AH P OW L S T ER IY
",3
32244,"upkeep AH P K IY P
",6
32245,"upland AH P L AH N D
",2
32246,"uplands AH P L AH N D Z
",3
32247,"uplift AH P L IH F T
",1
32248,"upon AH P AA N
",495
32249,"upped AH P T
",2
32250,"upper AH P ER
",72
32251,"uppermost AH P ER M OW S T
",3
32252,"upright AH P R AY T
",14
32253,"uprising AH P R AY Z IH NG
",1
32254,"uprisings AH P R AY Z IH NG Z
",2
32255,"upriver AH P R IH V ER
",1
32256,"uproar AH P R AO R
",2
32257,"uprooted AH P R UW T IH D
",1
32258,"ups AH P S
",2
32259,"upset AH P S EH T
",14
32260,"upsets AH P S EH T S
",3
32261,"upsetting AH P S EH T IH NG
",1
32262,"upshot AH P SH AA T
",1
32263,"upside AH P S AY D
",8
32264,"upson AH P S AH N
",1
32265,"upstairs AH P S T EH R Z
",28
32266,"upstanding AH P S T AE N D IH NG
",1
32267,"upstate AH P S T EY T
",1
32268,"upstream AH P S T R IY M
",5
32269,"upsurge AH P S ER JH
",3
32270,"upswing AH P S W IH NG
",2
32271,"uptake AH P T EY K
",5
32272,"upton AH P T AH N
",18
32273,"uptown AH P T AW N
",5
32274,"uptrend AH P T R EH N D
",1
32275,"upturn AH P T ER N
",7
32276,"upward AH P W ER D
",27
32277,"upwards AH P W ER D Z
",6
32278,"uranium Y ER EY N IY AH M
",6
32279,"urban ER B AH N
",42
32280,"urbana ER B AE N AH
",1
32281,"urbanism ER B AH N IH Z M
",2
32282,"urbanization ER B AH N AH Z EY SH AH N
",8
32283,"urbanized ER B AH N AY Z D
",4
32284,"urbano ER B AA N OW
",1
32285,"urea Y ER IY AH
",1
32286,"uremia Y ER IY M IY AH
",1
32287,"urethane Y ER AH TH EY N
",26
32288,"urethra Y ER IY TH R AH
",1
32289,"urge ER JH
",21
32290,"urged ER JH D
",35
32291,"urgency ER JH AH N S IY
",12
32292,"urgent ER JH AH N T
",21
32293,"urgently ER JH AH N T L IY
",6
32294,"urges ER JH AH Z
",8
32295,"urging ER JH IH NG
",10
32296,"urgings ER JH IH NG Z
",2
32297,"urich Y ER IH K
",1
32298,"urinary Y ER AH N EH R IY
",2
32299,"urine Y ER AH N
",1
32300,"urn ER N
",2
32301,"uruguay Y ER AH G W EY
",1
32302,"us AH S
",675
32303,"usable Y UW Z AH B AH L
",8
32304,"usage Y UW S AH JH
",14
32305,"usages Y UW S AH JH AH Z
",3
32306,"use Y UW S
",591
32307,"used Y UW Z D
",611
32308,"useful Y UW S F AH L
",58
32309,"usefully Y UW S F AH L IY
",1
32310,"usefulness Y UW S F AH L N AH S
",11
32311,"useless Y UW S L AH S
",17
32312,"user Y UW Z ER
",4
32313,"users Y UW Z ER Z
",6
32314,"uses Y UW S AH Z
",59
32315,"usher AH SH ER
",2
32316,"ushered AH SH ER D
",2
32317,"using Y UW Z IH NG
",145
32318,"ussr Y UW EH S EH S AA R
",4
32319,"usual Y UW ZH AH W AH L
",96
32320,"usually Y UW ZH AH W AH L IY
",206
32321,"usurp Y UW S ER P
",1
32322,"usurped Y UW S ER P T
",1
32323,"utah Y UW T AO
",6
32324,"utensils Y UW T EH N S AH L Z
",3
32325,"utilitarian Y UW T IH L AH T EH R IY AH N
",3
32326,"utilities Y UW T IH L AH T IY Z
",7
32327,"utility Y UW T IH L AH T IY
",29
32328,"utilization Y UW T AH L AH Z EY SH AH N
",9
32329,"utilize Y UW T AH L AY Z
",10
